client,document_type,created_at,segment
1070,11,2020-06-01,M
1071,14,2016-06-01,N
1072,14,2017-12-01,I
1073,11,2022-11-01,M
1074,11,2021-02-01,B
1075,11,2020-12-01,K
1076,14,2022-05-01,I
1077,11,2021-11-01,G
1078,11,2022-02-01,B
1079,14,2021-09-01,D
1080,14,2020-06-01,I
1081,11,2019-05-01,A
1082,11,2022-06-01,F
1083,11,2021-10-01,K
1084,11,2020-03-01,F
1085,11,2021-10-01,B
1086,14,2021-02-01,L
1087,11,2020-08-01,F
1088,11,2020-10-01,E
1089,11,2020-07-01,N
1090,14,2021-02-01,E
1091,14,2018-02-01,E
1092,14,2022-04-01,G
1093,14,2020-03-01,F
1094,14,2022-09-01,K
1095,11,2021-02-01,K
1096,14,2021-09-01,I
1097,11,2021-01-01,O
1098,11,2020-12-01,F
1099,11,2019-11-01,D
1100,11,2022-11-01,I
1101,11,2022-08-01,N
1102,11,2021-12-01,I
1103,14,2022-01-01,J
1104,11,2022-08-01,O
1105,11,2020-11-01,B
1106,11,2019-03-01,K
1107,11,2021-11-01,B
1108,11,2021-01-01,I
1109,11,2021-03-01,B
1110,11,2020-07-01,I
1111,11,2021-07-01,O
1112,14,2022-03-01,O
1113,11,2020-11-01,I
1114,14,2021-01-01,O
1115,11,2021-07-01,K
1116,11,2022-10-01,B
1117,11,2018-04-01,E
1118,11,2021-11-01,E
1119,11,2022-11-01,I
1120,14,2017-09-01,M
1121,11,2020-07-01,B
1122,11,2020-11-01,F
1123,11,2022-02-01,I
1124,14,2022-10-01,O
1125,11,2020-07-01,I
1126,14,2021-08-01,M
1127,11,2022-02-01,N
1128,14,2019-08-01,O
1129,11,2021-07-01,J
1130,11,2022-05-01,I
1131,11,2019-03-01,O
1132,11,2022-08-01,I
1133,11,2020-10-01,K
1134,11,2021-04-01,I
1135,14,2021-12-01,B
1136,11,2021-08-01,O
1137,11,2020-11-01,I
1138,11,2021-01-01,K
1139,14,2019-05-01,J
1140,11,2021-01-01,M
1141,11,2022-04-01,G
1142,14,2021-07-01,J
1143,14,2019-03-01,B
1144,11,2022-03-01,H
1145,11,2022-08-01,N
1146,11,2022-11-01,O
1147,11,2022-02-01,H
1148,11,2020-08-01,I
1149,11,2022-03-01,B
1150,11,2021-04-01,K
1151,11,2021-03-01,I
1152,11,2021-03-01,B
1153,14,2022-10-01,E
1154,11,2022-07-01,I
1155,14,2019-05-01,M
1156,11,2019-02-01,K
1157,11,2022-05-01,F
1158,14,2018-10-01,E
1159,11,2021-08-01,E
1160,14,2021-07-01,O
1161,14,2022-08-01,J
1162,11,2020-07-01,I
1163,14,2020-06-01,A
1164,11,2020-06-01,I
1165,14,2017-04-01,J
1166,14,2018-01-01,O
1167,11,2021-07-01,I
1168,11,2021-01-01,K
1169,11,2022-07-01,I
1170,11,2021-01-01,N
1171,14,2021-12-01,M
1172,11,2022-08-01,G
1173,11,2021-01-01,B
1174,14,2021-09-01,O
1175,14,2021-09-01,O
1176,11,2022-03-01,K
1177,11,2021-07-01,I
1178,11,2022-08-01,G
1179,11,2017-09-01,B
1180,14,2019-02-01,I
1181,14,2020-03-01,I
1182,11,2019-06-01,J
1183,11,2021-08-01,N
1184,14,2019-02-01,M
1185,14,2019-10-01,J
1186,11,2022-01-01,E
1187,11,2019-03-01,N
1188,14,2019-10-01,F
1189,14,2017-07-01,H
1190,11,2022-07-01,K
1191,11,2021-11-01,I
1192,11,2021-05-01,E
1193,11,2020-10-01,B
1194,11,2021-09-01,I
1195,11,2021-10-01,M
1196,11,2020-08-01,F
1197,14,2021-07-01,L
1198,11,2021-07-01,M
1199,14,2021-08-01,D
1200,11,2021-08-01,I
1201,14,2022-01-01,K
1202,11,2020-05-01,K
1203,11,2021-11-01,J
1204,11,2022-05-01,B
1205,14,2019-10-01,I
1206,11,2020-03-01,I
1207,11,2021-09-01,E
1208,14,2022-08-01,M
1209,14,2019-05-01,M
1210,11,2022-09-01,N
1211,14,2018-07-01,N
1212,11,2021-06-01,M
1213,11,2021-09-01,B
1214,11,2018-11-01,O
1215,11,2022-11-01,K
1216,14,2021-07-01,M
1217,14,2021-09-01,N
1218,14,2019-01-01,M
1219,11,2021-09-01,N
1220,14,2022-04-01,B
1221,11,2021-07-01,I
1222,11,2020-03-01,K
1223,14,2019-08-01,I
1224,14,2020-11-01,O
1225,11,2021-03-01,N
1226,14,2019-05-01,K
1227,11,2020-07-01,K
1228,14,2021-11-01,M
1229,14,2021-11-01,K
1230,11,2020-02-01,O
1231,14,2021-07-01,O
1232,14,2021-12-01,A
1233,14,2019-05-01,B
1234,11,2022-02-01,I
1235,14,2020-10-01,F
1236,11,2021-11-01,I
1237,14,2021-03-01,L
1238,11,2022-01-01,F
1239,11,2021-06-01,I
1240,14,2020-01-01,M
1241,14,2018-10-01,F
1242,11,2021-09-01,E
1243,11,2022-07-01,J
1244,11,2021-09-01,K
1245,14,2022-02-01,M
1246,11,2022-03-01,N
1247,11,2020-04-01,B
1248,14,2021-02-01,I
1249,11,2021-08-01,I
1250,11,2018-10-01,B
1251,11,2021-08-01,F
1252,11,2022-04-01,F
1253,11,2022-07-01,G
1254,11,2022-09-01,N
1255,14,2018-09-01,J
1256,11,2019-02-01,F
1257,14,2019-12-01,D
1258,11,2021-12-01,B
1259,11,2022-04-01,K
1260,11,2022-02-01,I
1261,14,2021-04-01,I
1262,11,2021-11-01,K
1263,14,2018-01-01,I
1264,11,2021-10-01,I
1265,11,2021-11-01,B
1266,14,2020-06-01,B
1267,11,2021-05-01,I
1268,11,2022-03-01,O
1269,11,2021-08-01,E
1270,14,2020-01-01,M
1271,11,2021-03-01,N
1272,11,2021-03-01,I
1273,11,2020-11-01,K
1274,11,2021-05-01,B
1275,11,2021-08-01,F
1276,11,2020-09-01,B
1277,11,2020-12-01,M
1278,14,2021-07-01,I
1279,11,2021-07-01,I
1280,14,2020-10-01,I
1281,11,2021-07-01,J
1282,14,2020-01-01,K
1283,11,2021-04-01,N
1284,11,2020-05-01,E
1285,14,2022-04-01,G
1286,11,2022-10-01,M
1287,11,2022-04-01,B
1288,11,2021-03-01,N
1289,11,2021-10-01,B
1290,14,2021-01-01,B
1291,14,2021-12-01,N
1292,11,2021-08-01,F
1293,14,2022-10-01,N
1294,11,2021-04-01,E
1295,14,2020-12-01,I
1296,14,2021-01-01,J
1297,11,2021-10-01,N
1298,14,2019-06-01,O
1299,14,2018-12-01,N
1300,11,2022-02-01,M
1301,14,2018-05-01,N
1302,11,2022-05-01,N
1303,11,2021-08-01,M
1304,11,2020-07-01,E
1305,11,2022-06-01,B
1306,11,2021-10-01,I
1307,11,2020-12-01,F
1308,14,2021-01-01,I
1309,11,2021-02-01,J
1310,11,2020-02-01,B
1311,11,2022-01-01,O
1312,11,2021-02-01,K
1313,11,2021-08-01,E
1314,11,2022-06-01,M
1315,11,2021-10-01,B
1316,11,2021-12-01,K
1317,11,2021-10-01,N
1318,11,2021-09-01,O
1319,14,2019-01-01,E
1320,11,2020-11-01,K
1321,14,2022-08-01,M
1322,11,2021-04-01,I
1323,11,2021-02-01,N
1324,14,2018-07-01,F
1325,14,2021-11-01,B
1326,11,2020-12-01,O
1327,14,2021-03-01,B
1328,14,2020-08-01,K
1329,11,2022-11-01,N
1330,11,2021-02-01,F
1331,14,2020-07-01,I
1332,11,2022-03-01,I
1333,11,2022-03-01,B
1334,14,2022-01-01,F
1335,11,2021-06-01,N
1336,11,2021-07-01,I
1337,11,2022-02-01,K
1338,11,2021-05-01,I
1339,14,2022-05-01,J
1340,14,2020-05-01,K
1341,11,2021-01-01,E
1342,14,2018-11-01,N
1343,11,2022-05-01,N
1344,11,2021-09-01,I
1345,11,2021-01-01,K
1346,11,2021-12-01,J
1347,11,2020-03-01,O
1348,14,2021-09-01,J
1349,14,2020-12-01,F
1350,14,2021-10-01,J
1351,11,2021-01-01,J
1352,14,2020-09-01,I
1353,11,2022-05-01,K
1354,11,2021-02-01,M
1355,14,2019-10-01,K
1356,11,2020-06-01,I
1357,11,2021-06-01,E
1358,14,2021-10-01,J
1359,11,2021-11-01,M
1360,11,2022-09-01,B
1361,11,2020-11-01,J
1362,11,2022-01-01,O
1363,11,2022-06-01,F
1364,11,2021-06-01,M
1365,14,2019-10-01,E
1366,11,2020-04-01,I
1367,14,2019-06-01,E
1368,11,2021-03-01,B
1369,11,2021-07-01,B
1370,11,2021-09-01,M
1371,11,2019-01-01,B
1372,11,2020-11-01,E
1373,14,2021-05-01,M
1374,11,2021-09-01,N
1375,11,2022-09-01,B
1376,11,2021-11-01,E
1377,14,2022-02-01,M
1378,11,2018-05-01,N
1379,11,2021-03-01,I
1380,11,2021-08-01,I
1381,11,2022-08-01,N
1382,11,2021-03-01,I
1383,11,2021-02-01,K
1384,14,2019-11-01,O
1385,11,2022-06-01,I
1386,11,2021-09-01,B
1387,11,2020-02-01,E
1388,11,2022-04-01,G
1389,11,2022-09-01,F
1390,11,2020-05-01,I
1391,14,2019-04-01,E
1392,11,2021-08-01,N
1393,11,2022-12-01,G
1394,14,2022-08-01,K
1395,11,2022-05-01,I
1396,14,2019-09-01,H
1397,11,2020-03-01,K
1398,11,2018-02-01,K
1399,11,2021-08-01,M
1400,11,2020-11-01,B
1401,14,2019-01-01,F
1402,11,2022-02-01,E
1403,11,2022-02-01,B
1404,11,2021-07-01,K
1405,11,2020-03-01,O
1406,14,2022-07-01,K
1407,11,2021-09-01,M
1408,11,2021-04-01,O
1409,14,2022-06-01,K
1410,11,2021-11-01,J
1411,11,2022-04-01,B
1412,11,2020-12-01,K
1413,11,2022-11-01,G
1414,11,2020-12-01,I
1415,11,2022-07-01,I
1416,11,2021-10-01,I
1417,11,2020-11-01,O
1418,14,2018-03-01,K
1419,11,2021-04-01,I
1420,11,2022-02-01,A
1421,11,2021-10-01,F
1422,11,2021-04-01,I
1423,14,2022-01-01,L
1424,11,2021-11-01,I
1425,14,2021-05-01,M
1426,11,2018-07-01,I
1427,11,2020-12-01,O
1428,14,2020-12-01,I
1429,11,2021-08-01,I
1430,14,2019-05-01,N
1431,11,2021-09-01,B
1432,14,2020-01-01,N
1433,11,2021-11-01,K
1434,14,2017-06-01,I
1435,11,2022-03-01,B
1436,11,2020-06-01,O
1437,14,2022-10-01,C
1438,11,2021-05-01,I
1439,11,2021-01-01,K
1440,11,2021-09-01,B
1441,14,2021-02-01,I
1442,11,2022-11-01,B
1443,14,2020-12-01,K
1444,14,2020-08-01,H
1445,11,2021-07-01,E
1446,11,2021-09-01,I
1447,11,2021-08-01,I
1448,14,2021-01-01,H
1449,14,2019-04-01,N
1450,11,2021-06-01,K
1451,14,2021-08-01,I
1452,11,2022-12-01,M
1453,11,2021-10-01,I
1454,14,2017-04-01,A
1455,11,2020-08-01,O
1456,11,2019-06-01,E
1457,11,2021-05-01,B
1458,11,2021-10-01,E
1459,11,2020-12-01,H
1460,11,2022-09-01,I
1461,11,2018-06-01,B
1462,14,2019-02-01,E
1463,11,2022-07-01,G
1464,11,2020-12-01,O
1465,14,2020-05-01,J
1466,14,2017-01-01,I
1467,11,2020-11-01,I
1468,11,2022-03-01,G
1469,11,2021-08-01,B
1470,11,2022-04-01,F
1471,14,2020-07-01,B
1472,14,2020-01-01,D
1473,14,2019-06-01,O
1474,11,2022-09-01,J
1475,14,2018-11-01,E
1476,11,2020-01-01,I
1477,11,2019-11-01,I
1478,11,2021-07-01,M
1479,11,2022-11-01,N
1480,11,2021-05-01,M
1481,11,2021-11-01,B
1482,14,2022-06-01,B
1483,11,2020-09-01,K
1484,14,2017-02-01,NA
1485,11,2022-07-01,I
1486,11,2020-12-01,E
1487,14,2018-07-01,J
1488,11,2022-08-01,M
1489,11,2021-06-01,I
1490,11,2022-09-01,H
1491,14,2021-01-01,K
1492,11,2021-08-01,M
1493,14,2019-12-01,N
1494,14,2019-10-01,G
1495,11,2021-07-01,L
1496,14,2021-02-01,E
1497,11,2020-08-01,B
1498,11,2022-02-01,I
1499,11,2022-04-01,I
1500,14,2019-04-01,I
1501,11,2021-11-01,I
1502,14,2018-03-01,O
1503,11,2022-07-01,E
1504,11,2020-09-01,G
1505,14,2016-04-01,D
1506,11,2021-09-01,I
1507,11,2021-04-01,I
1508,11,2021-04-01,B
1509,11,2021-07-01,I
1510,14,2019-08-01,K
1511,11,2021-11-01,I
1512,11,2022-01-01,I
1513,14,2020-11-01,M
1514,14,2020-11-01,G
1515,11,2021-01-01,E
1516,14,2021-03-01,K
1517,14,2019-12-01,F
1518,14,2016-12-01,L
1519,11,2022-08-01,I
1520,11,2021-06-01,I
1521,11,2021-10-01,J
1522,14,2022-02-01,M
1523,11,2022-06-01,K
1524,11,2022-09-01,I
1525,11,2021-02-01,I
1526,14,2022-05-01,M
1527,11,2021-09-01,I
1528,11,2021-02-01,I
1529,11,2022-05-01,H
1530,14,2019-11-01,H
1531,14,2016-07-01,O
1532,14,2022-02-01,K
1533,14,2021-02-01,I
1534,11,2021-01-01,E
1535,11,2021-03-01,K
1536,11,2022-05-01,K
1537,14,2021-07-01,O
1538,14,2022-08-01,I
1539,11,2020-04-01,N
1540,11,2022-04-01,F
1541,14,2021-11-01,K
1542,14,2020-06-01,J
1543,14,2021-09-01,M
1544,11,2021-11-01,N
1545,11,2018-09-01,M
1546,11,2022-11-01,E
1547,14,2020-08-01,G
1548,11,2020-12-01,L
1549,14,2021-07-01,F
1550,14,2018-06-01,N
1551,14,2020-11-01,N
1552,14,2020-06-01,G
1553,11,2021-03-01,J
1554,11,2021-11-01,E
1555,11,2020-01-01,B
1556,11,2021-10-01,I
1557,11,2021-08-01,N
1558,14,2018-09-01,E
1559,14,2019-06-01,O
1560,11,2021-02-01,K
1561,11,2021-08-01,I
1562,14,2021-08-01,M
1563,14,2021-10-01,J
1564,11,2021-05-01,I
1565,11,2022-07-01,H
1566,11,2020-12-01,O
1567,11,2021-08-01,N
1568,11,2020-07-01,M
1569,14,2018-11-01,G
1570,11,2020-12-01,K
1571,14,2020-05-01,I
1572,11,2020-06-01,I
1573,11,2021-07-01,I
1574,11,2021-06-01,K
1575,11,2021-03-01,K
1576,14,2018-10-01,I
1577,11,2021-11-01,I
1578,11,2021-02-01,K
1579,11,2022-12-01,J
1580,11,2018-12-01,F
1581,11,2021-01-01,O
1582,14,2021-03-01,N
1583,11,2019-10-01,M
1584,11,2022-08-01,I
1585,14,2022-07-01,H
1586,14,2020-02-01,D
1587,14,2022-04-01,M
1588,14,2019-04-01,E
1589,11,2021-07-01,K
1590,11,2022-02-01,B
1591,11,2018-11-01,I
1592,14,2022-01-01,K
1593,11,2021-05-01,B
1594,14,2022-11-01,D
1595,11,2020-10-01,I
1596,14,2017-10-01,I
1597,11,2021-06-01,O
1598,11,2020-10-01,O
1599,11,2021-10-01,K
1600,11,2020-09-01,I
1601,11,2020-11-01,I
1602,14,2018-12-01,F
1603,14,2021-10-01,E
1604,11,2021-05-01,I
1605,11,2021-08-01,K
1606,14,2020-04-01,J
1607,11,2021-07-01,K
1608,11,2020-10-01,I
1609,11,2021-01-01,B
1610,11,2021-05-01,I
1611,11,2021-12-01,B
1612,11,2022-07-01,N
1613,11,2022-08-01,G
1614,11,2022-10-01,I
1615,11,2022-12-01,E
1616,14,2021-02-01,L
1617,11,2021-05-01,I
1618,11,2021-03-01,M
1619,14,2021-10-01,L
1620,14,2021-10-01,J
1621,14,2021-01-01,K
1622,14,2021-01-01,I
1623,14,2021-04-01,I
1624,14,2020-12-01,N
1625,11,2021-12-01,I
1626,11,2021-05-01,E
1627,14,2022-01-01,B
1628,11,2020-05-01,M
1629,11,2021-09-01,N
1630,14,2021-04-01,E
1631,11,2021-06-01,I
1632,11,2021-03-01,E
1633,11,2022-08-01,B
1634,11,2021-09-01,I
1635,14,2020-11-01,B
1636,11,2021-01-01,B
1637,11,2021-09-01,I
1638,11,2022-11-01,K
1639,11,2021-09-01,M
1640,11,2021-12-01,I
1641,11,2022-07-01,B
1642,11,2020-02-01,K
1643,11,2021-10-01,B
1644,14,2021-11-01,D
1645,14,2022-05-01,D
1646,11,2021-02-01,I
1647,11,2018-05-01,I
1648,11,2022-01-01,E
1649,11,2021-09-01,I
1650,11,2021-10-01,F
1651,14,2021-03-01,J
1652,11,2021-02-01,I
1653,14,2020-07-01,I
1654,11,2020-05-01,B
1655,11,2021-03-01,N
1656,11,2020-10-01,I
1657,11,2021-11-01,I
1658,11,2022-09-01,F
1659,11,2022-01-01,I
1660,14,2021-05-01,B
1661,14,2021-09-01,N
1662,11,2021-10-01,B
1663,11,2022-08-01,I
1664,11,2020-12-01,B
1665,11,2017-04-01,M
1666,14,2017-08-01,N
1667,11,2022-05-01,I
1668,11,2019-09-01,M
1669,14,2021-03-01,E
1670,14,2018-04-01,I
1671,14,2021-11-01,N
1672,11,2021-08-01,B
1673,14,2022-04-01,K
1674,14,2018-09-01,I
1675,11,2021-11-01,K
1676,14,2022-10-01,E
1677,14,2018-10-01,I
1678,14,2021-08-01,K
1679,14,2021-01-01,N
1680,11,2020-12-01,K
1681,11,2021-03-01,I
1682,11,2020-08-01,N
1683,11,2022-06-01,N
1684,14,2019-11-01,I
1685,11,2022-08-01,G
1686,14,2021-09-01,E
1687,14,2018-02-01,M
1688,11,2021-01-01,B
1689,11,2019-07-01,H
1690,11,2021-11-01,K
1691,14,2021-02-01,J
1692,14,2021-09-01,D
1693,14,2020-10-01,E
1694,11,2021-09-01,I
1695,11,2022-08-01,G
1696,11,2022-08-01,M
1697,11,2022-06-01,B
1698,11,2020-01-01,F
1699,11,2019-07-01,F
1700,11,2021-11-01,K
1701,14,2021-03-01,I
1702,14,2015-11-01,B
1703,11,2020-10-01,B
1704,11,2021-08-01,N
1705,14,2018-07-01,I
1706,14,2021-12-01,M
1707,11,2022-07-01,B
1708,14,2020-01-01,I
1709,11,2020-11-01,O
1710,11,2019-02-01,I
1711,11,2021-04-01,I
1712,14,2018-07-01,F
1713,14,2020-06-01,O
1714,14,2021-08-01,K
1715,11,2021-10-01,K
1716,11,2021-06-01,B
1717,14,2019-11-01,G
1718,14,2022-06-01,I
1719,11,2021-06-01,N
1720,11,2022-12-01,J
1721,11,2022-05-01,B
1722,14,2022-01-01,G
1723,11,2022-12-01,I
1724,14,2022-08-01,I
1725,11,2021-12-01,I
1726,11,2021-04-01,I
1727,14,2020-08-01,O
1728,11,2022-05-01,I
1729,11,2021-11-01,I
1730,11,2018-11-01,O
1731,11,2020-11-01,O
1732,14,2020-02-01,M
1733,11,2021-07-01,B
1734,11,2020-07-01,I
1735,11,2022-03-01,M
1736,14,2019-04-01,M
1737,14,2020-11-01,E
1738,14,2021-08-01,M
1739,11,2022-03-01,J
1740,14,2020-12-01,I
1741,11,2020-12-01,I
1742,11,2021-10-01,B
1743,14,2021-05-01,E
1744,11,2022-11-01,B
1745,14,2021-09-01,D
1746,14,2021-04-01,I
1747,11,2021-07-01,K
1748,14,2019-01-01,E
1749,14,2021-10-01,I
1750,11,2022-04-01,A
1751,11,2022-11-01,B
1752,11,2020-01-01,I
1753,11,2022-01-01,I
1754,11,2020-11-01,M
1755,11,2020-10-01,E
1756,14,2018-02-01,K
1757,11,2021-05-01,I
1758,11,2020-12-01,O
1759,11,2021-05-01,I
1760,11,2020-08-01,O
1761,11,2021-08-01,I
1762,14,2019-03-01,I
1763,11,2021-02-01,B
1764,11,2020-04-01,N
1765,14,2017-10-01,I
1766,11,2021-04-01,M
1767,11,2021-08-01,B
1768,11,2020-07-01,K
1769,11,2019-12-01,O
1770,11,2020-08-01,O
1771,11,2021-01-01,B
1772,11,2021-05-01,N
1773,11,2022-11-01,J
1774,11,2020-07-01,I
1775,11,2020-12-01,B
1776,14,2022-04-01,M
1777,11,2021-10-01,B
1778,11,2022-08-01,I
1779,14,2020-01-01,E
1780,11,2019-06-01,O
1781,11,2021-06-01,N
1782,14,2021-03-01,I
1783,14,2019-03-01,I
1784,11,2022-01-01,N
1785,14,2022-11-01,I
1786,11,2020-03-01,O
1787,11,2022-06-01,B
1788,11,2020-10-01,B
1789,11,2022-07-01,O
1790,11,2022-01-01,A
1791,11,2021-04-01,I
1792,11,2022-05-01,I
1793,14,2022-02-01,M
1794,14,2022-08-01,H
1795,11,2021-10-01,I
1796,14,2021-09-01,F
1797,11,2021-02-01,I
1798,11,2020-11-01,E
1799,11,2020-09-01,I
1800,14,2022-07-01,O
1801,14,2021-07-01,F
1802,14,2019-03-01,E
1803,14,2022-06-01,O
1804,14,2021-09-01,M
1805,11,2019-09-01,H
1806,11,2020-08-01,B
1807,11,2021-11-01,K
1808,11,2021-08-01,I
1809,14,2022-11-01,B
1810,14,2018-03-01,N
1811,14,2018-11-01,K
1812,14,2018-02-01,M
1813,11,2020-09-01,M
1814,14,2020-08-01,I
1815,11,2021-06-01,B
1816,11,2022-05-01,F
1817,14,2022-01-01,I
1818,14,2019-10-01,I
1819,11,2022-10-01,K
1820,14,2021-05-01,E
1821,11,2021-04-01,I
1822,14,2019-11-01,K
1823,11,2022-03-01,I
1824,11,2021-07-01,M
1825,14,2020-11-01,I
1826,14,2019-06-01,G
1827,11,2019-09-01,J
1828,11,2021-11-01,I
1829,11,2021-01-01,M
1830,11,2021-06-01,I
1831,14,2022-03-01,M
1832,14,2019-01-01,O
1833,11,2022-06-01,G
1834,11,2021-06-01,B
1835,14,2022-02-01,M
1836,11,2021-08-01,B
1837,14,2019-09-01,J
1838,11,2021-01-01,O
1839,14,2019-10-01,O
1840,11,2021-02-01,K
1841,14,2022-12-01,E
1842,14,2022-02-01,A
1843,11,2019-03-01,I
1844,11,2019-10-01,I
1845,11,2019-08-01,O
1846,11,2020-10-01,N
1847,11,2021-12-01,B
1848,14,2021-12-01,O
1849,14,2020-12-01,O
1850,14,2022-07-01,M
1851,14,2021-09-01,G
1852,11,2022-06-01,I
1853,11,2021-12-01,K
1854,11,2022-07-01,K
1855,11,2020-11-01,N
1856,14,2021-07-01,G
1857,11,2020-11-01,M
1858,14,2018-12-01,D
1859,11,2020-12-01,N
1860,11,2022-05-01,B
1861,11,2020-02-01,J
1862,11,2022-06-01,G
1863,11,2022-07-01,N
1864,14,2019-10-01,K
1865,11,2021-05-01,O
1866,11,2018-09-01,M
1867,14,2022-01-01,N
1868,11,2021-01-01,I
1869,11,2021-08-01,N
1870,14,2021-04-01,E
1871,11,2020-02-01,B
1872,11,2022-12-01,B
1873,11,2022-06-01,K
1874,11,2021-07-01,I
1875,11,2021-09-01,O
1876,14,2022-06-01,I
1877,11,2021-09-01,I
1878,11,2021-02-01,J
1879,14,2020-09-01,E
1880,14,2021-01-01,H
1881,14,2021-09-01,F
1882,11,2021-06-01,I
1883,14,2017-11-01,E
1884,11,2022-01-01,K
1885,14,2021-06-01,D
1886,11,2021-01-01,B
1887,14,2021-06-01,I
1888,14,2017-12-01,I
1889,11,2020-12-01,E
1890,14,2018-11-01,O
1891,11,2020-11-01,I
1892,14,2020-07-01,I
1893,11,2022-09-01,K
1894,11,2022-08-01,B
1895,14,2019-11-01,O
1896,11,2022-11-01,I
1897,11,2020-11-01,K
1898,11,2020-08-01,E
1899,11,2021-09-01,E
1900,11,2021-10-01,I
1901,14,2021-10-01,O
1902,11,2022-12-01,O
1903,11,2019-09-01,I
1904,14,2018-10-01,I
1905,14,2019-06-01,G
1906,11,2020-01-01,B
1907,11,2021-11-01,O
1908,14,2020-02-01,F
1909,14,2022-09-01,L
1910,11,2022-10-01,B
1911,11,2022-05-01,A
1912,11,2022-07-01,I
1913,14,2017-11-01,L
1914,11,2022-11-01,F
1915,14,2020-12-01,E
1916,14,2020-03-01,K
1917,11,2021-06-01,B
1918,14,2022-10-01,I
1919,14,2018-10-01,O
1920,14,2020-11-01,M
1921,14,2018-05-01,N
1922,11,2022-01-01,I
1923,11,2022-01-01,I
1924,14,2021-09-01,I
1925,11,2021-06-01,O
1926,11,2022-03-01,I
1927,11,2021-05-01,K
1928,14,2019-12-01,E
1929,11,2022-07-01,I
1930,11,2021-10-01,O
1931,14,2020-11-01,M
1932,11,2020-08-01,B
1933,14,2018-07-01,N
1934,11,2022-04-01,K
1935,11,2022-07-01,F
1936,11,2020-09-01,B
1937,11,2022-06-01,D
1938,11,2021-09-01,O
1939,14,2020-05-01,I
1940,11,2018-07-01,O
1941,14,2022-01-01,I
1942,11,2020-11-01,O
1943,14,2021-07-01,K
1944,11,2022-07-01,I
1945,14,2020-08-01,K
1946,14,2018-10-01,I
1947,14,2020-09-01,C
1948,11,2020-07-01,M
1949,14,2018-08-01,G
1950,14,2018-11-01,G
1951,14,2020-02-01,K
1952,14,2016-12-01,F
1953,11,2022-09-01,B
1954,14,2021-09-01,O
1955,14,2021-08-01,D
1956,14,2018-11-01,O
1957,11,2021-09-01,I
1958,11,2020-12-01,I
1959,11,2019-12-01,O
1960,11,2021-11-01,K
1961,11,2019-11-01,N
1962,14,2021-11-01,E
1963,14,2017-10-01,I
1964,14,2020-01-01,O
1965,11,2022-02-01,B
1966,11,2021-12-01,B
1967,11,2021-06-01,O
1968,14,2020-05-01,N
1969,11,2022-07-01,B
1970,14,2021-06-01,M
1971,11,2019-03-01,O
1972,14,2018-05-01,K
1973,11,2020-10-01,O
1974,14,2022-11-01,O
1975,11,2019-10-01,E
1976,14,2018-08-01,I
1977,11,2021-05-01,I
1978,14,2022-06-01,O
1979,11,2022-03-01,I
1980,14,2022-10-01,K
1981,11,2021-01-01,I
1982,11,2020-10-01,O
1983,11,2021-09-01,I
1984,14,2021-04-01,N
1985,14,2022-05-01,M
1986,14,2019-03-01,I
1987,11,2021-12-01,I
1988,11,2020-07-01,I
1989,11,2021-10-01,I
1990,11,2021-04-01,E
1991,14,2018-11-01,N
1992,14,2018-08-01,F
1993,11,2021-09-01,B
1994,11,2021-03-01,K
1995,11,2021-07-01,O
1996,11,2022-07-01,G
1997,11,2020-07-01,I
1998,14,2022-07-01,I
1999,11,2021-10-01,M
2000,11,2021-10-01,B
2001,14,2021-06-01,K
2002,14,2020-08-01,D
2003,11,2022-05-01,I
2004,11,2021-10-01,I
2005,11,2020-06-01,K
2006,11,2020-12-01,M
2007,14,2022-08-01,J
2008,11,2021-01-01,M
2009,14,2022-12-01,I
2010,11,2020-11-01,K
2011,11,2021-09-01,K
2012,11,2021-03-01,M
2013,14,2021-08-01,N
2014,14,2021-01-01,E
2015,14,2020-07-01,I
2016,11,2022-06-01,O
2017,11,2018-08-01,D
2018,14,2018-03-01,E
2019,14,2021-03-01,I
2020,11,2021-11-01,K
2021,11,2020-11-01,I
2022,11,2020-07-01,E
2023,11,2021-08-01,O
2024,14,2021-03-01,K
2025,11,2021-12-01,N
2026,14,2022-05-01,F
2027,11,2021-09-01,B
2028,14,2021-09-01,K
2029,14,2021-06-01,I
2030,11,2021-10-01,I
2031,14,2021-02-01,J
2032,11,2022-12-01,I
2033,11,2022-06-01,I
2034,11,2021-11-01,F
2035,14,2022-08-01,O
2036,11,2020-08-01,K
2037,11,2022-08-01,I
2038,11,2020-10-01,B
2039,11,2021-07-01,F
2040,14,2021-05-01,O
2041,11,2022-01-01,M
2042,14,2019-07-01,K
2043,14,2020-11-01,E
2044,11,2021-06-01,B
2045,11,2022-08-01,I
2046,14,2022-12-01,J
2047,14,2022-07-01,E
2048,11,2019-08-01,M
2049,11,2022-08-01,B
2050,11,2022-07-01,K
2051,14,2022-05-01,E
2052,11,2017-10-01,I
2053,11,2021-07-01,O
2054,11,2021-11-01,O
2055,11,2021-05-01,N
2056,14,2016-06-01,O
2057,11,2021-10-01,G
2058,14,2021-05-01,D
2059,14,2020-12-01,G
2060,11,2022-12-01,N
2061,14,2022-10-01,E
2062,11,2021-10-01,B
2063,11,2022-10-01,O
2064,11,2021-08-01,I
2065,14,2019-06-01,I
2066,14,2019-02-01,E
2067,11,2021-10-01,B
2068,14,2021-05-01,D
